PROBEID	ENTREZID	SYMBOL	GENENAME
242880_at	259232	NALCN	sodium leak channel, non-selective
242881_x_at			
242882_at	388591	RNF207	ring finger protein 207
242883_at	150677	OTOS	otospiralin
242884_at	440570	LOC440570	uncharacterized LOC440570
242885_at			
242886_at			
242887_at	56888	KCMF1	potassium channel modulatory factor 1
242888_at	100874032	PRRT3-AS1	PRRT3 antisense RNA 1
242889_x_at	645431	FUT8-AS1	FUT8 antisense RNA 1
242890_at			
242891_at	111	ADCY5	adenylate cyclase 5
242892_at			
242893_at	101929467	LURAP1L-AS1	LURAP1L antisense RNA 1
242894_at			
242895_x_at			
242896_at			
242897_at			
242898_at	5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
242899_at	143686	SESN3	sestrin 3
242900_at	144245	ALG10B	ALG10 alpha-1,2-glucosyltransferase B
242901_at			
242902_at	643160	CYMP	chymosin, pseudogene
242903_at	3459	IFNGR1	interferon gamma receptor 1
242904_x_at			
242905_at	56902	PNO1	partner of NOB1 homolog
242906_at	143686	SESN3	sestrin 3
242907_at	2634	GBP2	guanylate binding protein 2
242908_x_at			
242909_at			
242910_x_at	116328	C8orf34	chromosome 8 open reading frame 34
242911_at	23389	MED13L	mediator complex subunit 13L
242912_at	641455	POTEM	POTE ankyrin domain family member M
242913_at	54102	CLIC6	chloride intracellular channel 6
242914_at	105378044	LOC105378044	uncharacterized LOC105378044
242915_at	91120	ZNF682	zinc finger protein 682
242916_at	11064	CNTRL	centriolin
242917_at	221002	RASGEF1A	RasGEF domain family member 1A
242918_at	4678	NASP	nuclear autoantigenic sperm protein
242919_at	56242	ZNF253	zinc finger protein 253
242920_at			
242921_at	129049	SGSM1	small G protein signaling modulator 1
242922_at	408050	NOMO3	NODAL modulator 3
242923_at	339500	ZNF678	zinc finger protein 678
242924_at			
242925_at	378925	RNF148	ring finger protein 148
242926_at			
242927_at	64421	DCLRE1C	DNA cross-link repair 1C
242928_at	23423	TMED3	transmembrane p24 trafficking protein 3
242929_at			
242930_at			
242931_at			
242932_at			
242933_at			
242934_at	101928409	LOC101928409	uncharacterized LOC101928409
242935_at	81846	SBF2	SET binding factor 2
242936_at			
242937_at	3607	FOXK2	forkhead box K2
242938_s_at	3607	FOXK2	forkhead box K2
242939_at	7027	TFDP1	transcription factor Dp-1
242940_x_at	1750	DLX6	distal-less homeobox 6
242941_x_at	6899	TBX1	T-box transcription factor 1
242942_at	124565	SLC38A10	solute carrier family 38 member 10
242943_at	7903	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
242944_at	84985	SACK1A	scaffolding CK1 anchoring protein A
242945_at	54757	FAM20A	FAM20A golgi associated secretory pathway pseudokinase
242946_at	963	CD53	CD53 molecule
242947_at			
242948_x_at			
242949_x_at	550631	CCDC157	coiled-coil domain containing 157
242950_x_at			
242951_at			
242952_at			
242953_at	10780	ZNF234	zinc finger protein 234
242954_at	101059948	SAXO3	stabilizer of axonemal microtubules 3
242955_x_at			
242956_at	3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1
242957_at	220001	VWCE	von Willebrand factor C and EGF domains
242958_x_at			
242959_at			
242960_at			
242961_x_at	23586	RIGI	RNA sensor RIG-I
242962_at			
242963_at	166929	SGMS2	sphingomyelin synthase 2
242964_at			
242965_at			
242966_x_at	105372255	LOC105372255	uncharacterized LOC105372255
242966_x_at	5990	RFX2	regulatory factor X2
242967_at			
242968_at			
242969_at	163131	ZNF780B	zinc finger protein 780B
242970_at	57609	DIP2B	DIP2 acetate--CoA ligase B (putative)
242971_at			
242972_at			
242973_at	775	CACNA1C	calcium voltage-gated channel subunit alpha1 C
242974_at			
242975_s_at			
242976_at			
242977_at			
242978_x_at			
242979_at	3667	IRS1	insulin receptor substrate 1
242980_at	51397	COMMD10	COMM domain containing 10
242981_at	221785	ZSCAN25	zinc finger and SCAN domain containing 25
242982_x_at	3696	ITGB8	integrin subunit beta 8
242983_at			
242984_at	4289	MKLN1	muskelin 1
242985_x_at	285671	RNF180	ring finger protein 180
242986_at	89796	NAV1	neuron navigator 1
242987_x_at	101928158	LAMA5-AS1	LAMA5 antisense RNA 1
242988_at	127579	DCST2	DC-STAMP domain containing 2
242989_at	6801	STRN	striatin
242990_at			
242991_at	9414	TJP2	tight junction protein 2
242992_at	90233	ZNF551	zinc finger protein 551
242993_at			
242994_at	114883	OSBPL9	oxysterol binding protein like 9
242995_at			
242996_at	9617	MTRF1	mitochondrial translation release factor 1
242997_at			
242998_at	145226	RDH12	retinol dehydrogenase 12
242999_at	8874	ARHGEF7	Rho guanine nucleotide exchange factor 7
243_g_at	4134	MAP4	microtubule associated protein 4
243000_at	1021	CDK6	cyclin dependent kinase 6
243001_at	79863	RBFA	ribosome binding factor A
243002_at			
243003_at			
243004_at			
243005_at			
243006_at			
243007_at	91875	TTC5	tetratricopeptide repeat domain 5
243008_at	6009	RHEB	Ras homolog, mTORC1 binding
243009_at	441242	LINC03006	long intergenic non-protein coding RNA 3006
243010_at	124540	MSI2	musashi RNA binding protein 2
243011_at	91775	NXPE3	neurexophilin and PC-esterase domain family member 3
243012_at			
243013_at			
243014_at			
243015_at	1577	CYP3A5	cytochrome P450 family 3 subfamily A member 5
243016_at			
243017_at	158572	USP27X-DT	USP27X divergent transcript
243018_at	103695435	BBOX1-AS1	BBOX1 antisense RNA 1
243019_at			
243020_at	285512	FAM13A-AS1	FAM13A antisense RNA 1
243021_at	102724312	LINC01770	long intergenic non-protein coding RNA 1770
243022_at			
243023_at			
243024_at	84124	ZNF394	zinc finger protein 394
243025_at			
243026_x_at	331	XIAP	X-linked inhibitor of apoptosis
243027_at	150084	IGSF5	immunoglobulin superfamily member 5
243028_x_at			
243029_at	83999	KREMEN1	kringle containing transmembrane protein 1
243030_at			
243031_at			
243032_at			
243033_at	5756	TWF1	twinfilin actin binding protein 1
243034_at			
243035_at	101927038	LINC02400	long intergenic non-protein coding RNA 2400
243036_at	728621	CCDC30	coiled-coil domain containing 30
243037_at			
243038_at	375287	RBM43	RNA binding motif protein 43
243039_at			
243040_at			
243041_s_at			
243042_at	374986	MIGA1	mitoguardin 1
243043_at			
243044_at			
243045_at	150572	SMYD1	SET and MYND domain containing 1
243046_at			
243047_at	54540	FAM193B	family with sequence similarity 193 member B
243048_at	100130418	CECR7	cat eye syndrome chromosome region, candidate 7
243049_at			
243050_at			
243051_at	29097	CNIH4	cornichon family member 4
243052_at	148932	MOB3C	MOB kinase activator 3C
243053_x_at	100128079	LOC100128079	uncharacterized LOC100128079
243054_at			
243055_at			
243056_at	144608	C12orf60	chromosome 12 open reading frame 60
243057_at			
243058_at			
243059_at	400550	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
243060_at			
243061_at	387978	LINC01551	long intergenic non-protein coding RNA 1551
243062_at	201163	FLCN	folliculin
243063_at			
243064_at			
243065_at			
243066_at	80896	NPL	N-acetylneuraminate pyruvate lyase
243067_at			
243068_at			
243069_at			
243070_at	54891	INO80D	INO80 complex subunit D
243071_at	57650	CIP2A	cellular inhibitor of PP2A
243072_at			
243073_at			
243074_at			
243075_at			
243076_x_at	2738	GLI4	GLI family zinc finger 4
243077_at			
243078_at			
243079_x_at			
243080_at	57520	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
243081_at	100652770	DSG2-AS1	DSG2 antisense RNA 1
243082_at			
243083_at	100287704	LOC100287704	uncharacterized LOC100287704
243083_at	100287834	LOC100287834	uncharacterized LOC100287834
243084_at	800	CALD1	caldesmon 1
243085_at			
243086_at			
243087_at	126820	DNAI3	dynein axonemal intermediate chain 3
243088_at			
243089_at			
243090_at			
243091_at			
243092_at	100288730	PAN3-AS1	PAN3 antisense RNA 1
243093_at	79074	C2orf49	chromosome 2 open reading frame 49
243094_at			
243095_at	105371079	LOC105371079	uncharacterized LOC105371079
243096_at	81565	NDEL1	nudE neurodevelopment protein 1 like 1
243097_x_at			
243098_at	105369308	LOC105369308	uncharacterized LOC105369308
243099_at	150372	NFAM1	NFAT activating protein with ITAM motif 1
243100_at	93034	NT5C1B	5'-nucleotidase, cytosolic IB
243101_x_at	343702	XKR7	XK related 7
243102_at			
243103_at	9144	SYNGR2	synaptogyrin 2
243104_at	101928982	ZFP28-DT	ZFP28 divergent transcript
243105_at			
243106_at	160364	CLEC12A	C-type lectin domain family 12 member A
243107_at	1236	CCR7	C-C motif chemokine receptor 7
243108_at	10048	RANBP9	RAN binding protein 9
243109_at	55784	MCTP2	multiple C2 and transmembrane domain containing 2
243110_x_at	283869	NPW	neuropeptide W
243111_at			
243112_at			
243113_at			
243114_at			
243115_at			
243116_at	138429	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1
243117_at			
243118_at	285753	CEP57L1	centrosomal protein 57 like 1
243119_at			
243120_at			
243121_x_at			
243122_at	729658	PACRG-AS3	PACRG antisense RNA 3
243123_at			
243124_at	653390	RRN3P2	RRN3 pseudogene 2
243125_x_at			
243126_x_at			
243127_x_at	1773	DNASE1	deoxyribonuclease 1
243128_at	7728	ZNF175	zinc finger protein 175
243129_at	541578	EOLA2	endothelium and lymphocyte associated ASCH domain 2
243129_at	91966	EOLA1	endothelium and lymphocyte associated ASCH domain 1
243130_at			
243131_x_at			
243132_at	54840	APTX	aprataxin
243133_at	8848	TSC22D1	TSC22 domain family member 1
243134_at			
243135_x_at	29886	SNX8	sorting nexin 8
243136_at	51659	GINS2	GINS complex subunit 2
243137_at			
243138_at			
243139_at	22987	SV2C	synaptic vesicle glycoprotein 2C
243140_at	59	ACTA2	actin alpha 2, smooth muscle
243141_at	166929	SGMS2	sphingomyelin synthase 2
243142_at	55785	FGD6	FYVE, RhoGEF and PH domain containing 6
243143_at	118670	FAM24A	family with sequence similarity 24 member A
243144_at			
243145_at			
243146_at	148	ADRA1A	adrenoceptor alpha 1A
243147_x_at			
243148_at			
243149_at			
243150_at			
243151_at	100506282	ANKRD42-DT	ANKRD42 divergent transcript
243152_at	10920	COPS8	COP9 signalosome subunit 8
243153_at	55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2
243154_at			
243155_at			
243156_at			
243157_at			
243158_at			
243159_x_at			
243160_at			
243161_x_at	132625	ZFP42	ZFP42 zinc finger protein
243162_at			
243163_at	23072	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
243164_s_at			
243165_at	689	BTF3	basic transcription factor 3
243166_at	64924	SLC30A5	solute carrier family 30 member 5
243167_at	340273	ABCB5	ATP binding cassette subfamily B member 5
243168_at			
243169_at			
243170_at			
243171_at	100128325	LINC03008	long intergenic non-protein coding RNA 3008
243172_at			
243173_at	164633	CABP7	calcium binding protein 7
243174_at			
243175_at	257313	UTS2B	urotensin 2B
243176_at	26225	ARL5A	ARF like GTPase 5A
243177_at			
243178_at			
243179_at			
243180_at			
243181_at	54467	ANKIB1	ankyrin repeat and IBR domain containing 1
243182_at			
243183_at			
243184_at			
243185_at			
243186_at	150864	FAM117B	family with sequence similarity 117 member B
243187_at			
243188_at	284349	ZNF283	zinc finger protein 283
243189_at	4899	NRF1	nuclear respiratory factor 1
243190_at			
243191_at	105371693	LOC105371693	uncharacterized LOC105371693
243192_at			
243193_at			
243194_at	90233	ZNF551	zinc finger protein 551
243195_s_at	90233	ZNF551	zinc finger protein 551
243196_s_at	10906	TRAFD1	TRAF-type zinc finger domain containing 1
243197_at			
243198_at	374618	TEX9	testis expressed 9
243199_at			
243200_at	105370479	LINC02303	long intergenic non-protein coding RNA 2303
243201_at	6173	RPL36A	ribosomal protein L36a
243202_at			
243203_at			
243204_at	102725022	LINC02352	long intergenic non-protein coding RNA 2352
243205_at			
243206_at	90799	CEP95	centrosomal protein 95
243207_at			
243208_x_at	284382	ACTL9	actin like 9
243209_at	9132	KCNQ4	potassium voltage-gated channel subfamily Q member 4
243210_at			
243211_at			
243212_at			
243213_at	6774	STAT3	signal transducer and activator of transcription 3
243214_at	140685	ZBTB46	zinc finger and BTB domain containing 46
243215_at			
243216_x_at			
243217_at			
243218_at			
243219_x_at	54534	MRPL50	mitochondrial ribosomal protein L50
243220_at			
243221_at	54757	FAM20A	FAM20A golgi associated secretory pathway pseudokinase
243222_at	80216	ALPK1	alpha kinase 1
243223_at	105376489	LOC105376489	uncharacterized LOC105376489
243224_at	100506302	RBM33-DT	RBM33 divergent transcript
243225_at	283481	FGF14-AS2	FGF14 antisense RNA 2
243226_at			
243227_at			
243228_at	9329	GTF3C4	general transcription factor IIIC subunit 4
243229_at			
243230_at			
243231_at	151258	SLC38A11	solute carrier family 38 member 11
243232_at			
243233_at			
243234_at	6926	TBX3	T-box transcription factor 3
243235_at	105375282	LOC105375282	uncharacterized LOC105375282
243236_at			
243237_at	200373	CFAP221	cilia and flagella associated protein 221
243238_at	5834	PYGB	glycogen phosphorylase B
243239_at	25813	SAMM50	SAMM50 sorting and assembly machinery component
243240_at			
243241_at			
243242_at			
243243_at	2719	GPC3	glypican 3
243244_at	785	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
243245_at	100506446	LOC100506446	uncharacterized LOC100506446
243246_at			
243247_at			
243248_at	105379385	LINC02866	long intergenic non-protein coding RNA 2866
243249_at			
243250_at			
243251_at	101929719	LOC101929719	uncharacterized LOC101929719
243252_at			
243253_at			
243254_at	3097	HIVEP2	HIVEP zinc finger 2
243255_at			
243256_at	8569	MKNK1	MAPK interacting serine/threonine kinase 1
243257_at			
243258_at	23277	CLUH	CLUH binding protein of NUMT mRNA
243259_at	6314	ATXN7	ataxin 7
243260_x_at	286046	XKR6	XK related 6
243261_at	154822	LINC00689	long intergenic non-protein coding RNA 689
243262_at			
243263_at	284185	LINC00482	long intergenic non-protein coding RNA 482
243264_s_at	100533105	C8orf44-SGK3	C8orf44-SGK3 readthrough
243264_s_at	56260	C8orf44	chromosome 8 putative open reading frame 44
243265_at	2572	GAD2	glutamate decarboxylase 2
243266_at			
243267_x_at			
243268_at	399967	PATE2	prostate and testis expressed 2
243269_s_at	259308	SPATA31F1	SPATA31 subfamily F member 1
243269_s_at	389715	SPATA31F2P	SPATA31 subfamily F member 2, pseudogene
243270_at	259308	SPATA31F1	SPATA31 subfamily F member 1
243271_at			
243272_at	101593348	LOC101593348	uncharacterized LOC101593348
243273_at			
243274_x_at			
243275_at			
243276_at	259173	ALS2CL	ALS2 C-terminal like
243277_x_at	2122	MECOM	MDS1 and EVI1 complex locus
243278_at	93986	FOXP2	forkhead box P2
243279_at			
243280_at			
243281_at			
243282_at	54520	CCDC93	CCC complex scaffolding subunit CCDC93
243283_at	54677	CROT	carnitine O-octanoyltransferase
243284_at			
243285_at	283335	TNS2-AS1	TNS2 antisense RNA 1
243286_at			
243287_s_at	28962	OSTM1	osteoclastogenesis associated transmembrane protein 1
243288_at	56950	SMYD2	SET and MYND domain containing 2
243289_at			
243290_at			
243291_at			
243292_at	388581	C1QTNF12	C1q and TNF related 12
243293_at			
243294_at	163131	ZNF780B	zinc finger protein 780B
243295_at	54439	RBM27	RNA binding motif protein 27
243296_at	10135	NAMPT	nicotinamide phosphoribosyltransferase
243297_at			
243298_at			
243299_at			
243300_at			
243301_at	169044	COL22A1	collagen type XXII alpha 1 chain
243302_at			
243303_at			
243304_at	27161	AGO2	argonaute RISC catalytic component 2
243305_at			
243306_s_at	79571	GCC1	GRIP and coiled-coil domain containing 1
243307_at			
243308_at			
243309_at	145788	PIERCE2	piercer of microtubule wall 2
243310_at	105370569	LOC105370569	uncharacterized LOC105370569
243311_at	400830	DEFB132	defensin beta 132
243312_at	51427	ZNF107	zinc finger protein 107
243313_at	79933	SYNPO2L	synaptopodin 2 like
243314_at			
243315_at			
243316_x_at	9559	VPS26A	VPS26 retromer complex component A
243317_at			
243318_at	50717	DCAF8	DDB1 and CUL4 associated factor 8
243319_at			
243320_at			
243321_at			
243322_at			
243323_s_at	463	ZFHX3	zinc finger homeobox 3
243324_x_at	3842	TNPO1	transportin 1
243325_at			
243326_at	101928263	LOC101928263	uncharacterized LOC101928263
243327_at			
243328_at			
243329_at			
243330_at			
243331_at	105378688	LINC02918	long intergenic non-protein coding RNA 2918
243332_at			
243333_at			
243334_at	776	CACNA1D	calcium voltage-gated channel subunit alpha1 D
243335_at			
243336_at	101927579	DNM1P50	dynamin 1 pseudogene 50
243336_at	101928042	ARHGAP11A-DT	ARHGAP11A divergent transcript
243336_at	102725021	ARHGAP11B-DT	ARHGAP11B divergent transcript
243337_at	166752	FREM3	FRAS1 related extracellular matrix 3
243338_at			
243339_at	129684	CNTNAP5	contactin associated protein family member 5
243340_at	105375769	LOC105375769	uncharacterized LOC105375769
243341_at			
243342_at			
243343_at	10633	RASL10A	RAS like family 10 member A
243344_at			
243345_at	9604	RNF14	ring finger protein 14
243346_at	56203	LMOD3	leiomodin 3
243347_at			
243348_at			
243349_at	57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
243350_at			
243351_at	440119	FZD10-AS1	FZD10 antisense RNA 1
243352_at	80216	ALPK1	alpha kinase 1
243353_at			
243354_at	100288805	HYDIN2	HYDIN axonemal central pair apparatus protein 2 (pseudogene)
243354_at	54768	HYDIN	HYDIN axonemal central pair apparatus protein
243355_at	101928243	DARS1-AS1	DARS1 antisense RNA 1
243356_at			
243357_at	257194	NEGR1	neuronal growth regulator 1
243358_at	3480	IGF1R	insulin like growth factor 1 receptor
243359_at			
243360_at			
243361_at	140890	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
243362_s_at	641518	LEF1-AS1	LEF1 antisense RNA 1
243363_at	641518	LEF1-AS1	LEF1 antisense RNA 1
243364_at	26053	AUTS2	activator of transcription and developmental regulator AUTS2
243365_s_at	26053	AUTS2	activator of transcription and developmental regulator AUTS2
